"Timestamp","Are you interested in video games?","Do you play video games?","How old are you?","What is your gender?","How long have you studied biology?","Are you interested in biology?","Before playing Hero.Coli, had you ever heard about synthetic biology?","Before playing Hero.Coli, had you ever heard about BioBricks?","Have you ever played an older version of Hero.Coli before?","Have you played the current version of Hero.Coli?","Have you played the arcade cabinet version of Hero.Coli?","Have you played the Android version of Hero.Coli?","In order to modify the abilities of the bacterium, you have to...","What are BioBricks and devices?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","Pick the case where the BioBricks are well-ordered:","When does green fluorescence happen?","What happens when you unequip the movement device?","What is this?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","Guess: what would a device producing l-arabinose do, if it started with a l-arabinose-induced promoter?","Guess: the bacterium would glow yellow...","What is the species of the bacterium of the game?","What is the scientific name of the tails of the bacterium?","Find the antibiotic:","You can write down remarks here.","Do not edit -  pre-filled anonymous ID"
"2018/03/07 8:22:27 PM GMT+1","I don't know","I don't know","13","Male","Until the end of middle school","Slightly","Yes","No","Multiple times","Multiple times","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Precursor","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Option 1","I don't know","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Cellia","Flagella","I don't know","","5d3aa96f-867e-4cc3-bde4-a4b6025b601c"
"2018/03/08 6:06:38 PM GMT+1","Moderately","Moderately","33","Male","Until the end of high school","Moderately","Yes","No","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","I don't know","I don't know","I don't know","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","It was fun, but I which it would teach me more","62928a0a-8ba1-4ad1-b6d6-3bf24255427f"
"2018/03/08 7:23:27 PM GMT+1","A lot","A lot","42","Male","Until the end of high school","Moderately","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","1ae3f666-20b3-47dd-8710-f72f00be9cf7"
"2018/03/08 10:47:39 PM GMT+1","A lot","Moderately","21","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It controls the level of expression, and thus how much the ability will be affected","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls which protein is produced, and thus which ability is affected","Option 1","Under blue light, when the GFP device is equipped","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","I don't know","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","e73b9762-97c8-4749-a7e1-c0d1f1462bb0"
"2018/03/09 10:17:50 AM GMT+1","Moderately","Moderately","34","Male","At least until master's degree","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","d561dc26-0b7f-4311-9551-42e6a5848ebd"
"2018/03/09 1:46:41 PM GMT+1","Extremely","A lot","25","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Protomer","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls which protein is produced, and thus which ability is affected","Option 1","Under blue light, when the GFP device is equipped","Nothing","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","great","f80d6c94-cbb3-4371-9586-c2246f4207ef"
"2018/03/10 11:29:19 AM GMT+1","Extremely","A lot","19","Male","Until the end of high school","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","Amino-acids","Terminator","Procuror","Protein","I don't know","It controls the level of expression, and thus how much the ability will be affected","It shows the end of the device","It controls when the device is active","I don't know","I don't know","I don't know","The bacterium dies","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","If it produced GFP under yellow light","Hero.Coli","Flagella","Ampicillin","Hmm. Game looks great!","2074b11a-e88e-4569-8414-d54dd649785f"
"2018/03/12 6:19:56 PM GMT+1","Moderately","Moderately","23","Female","Not even in middle school","Slightly","I don't know","I don't know","Multiple times","No","No","No","I don't know","I don't know","Terminator","Promoter","Coding Sequence","I don't know","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls the level of expression, and thus how much the ability will be affected","I don't know","Option 1","In front of the doors, all the time","The bacterium dies","A nanobot - a game bonus","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence in presence of l-arabinose","It generates antibiotic resistance","It generates green fluorescence","I don't know","It generates antibiotic resistance","It would produce l-arabinose all the time","If it produced RFP under yellow light","Nanobot","Mitochondria","Terminator","","5993c738-0006-44c2-8d9e-4bbd2eba580f"
"2018/03/12 6:20:34 PM GMT+1","Moderately","Moderately","21","Female","At least until master's degree","Extremely","Yes","Yes","No","Once","No","No","Edit the DNA of the bacterium","RNA sequences","Terminator","Promoter","Coding Sequence","I don't know","It controls the level of expression, and thus how much the ability will be affected","It controls the level of expression, and thus how much the ability will be affected","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","Option 2","Under blue light, when the GFP device is equipped","The bacterium glows","An induced promoter, which works only in arabinose","It generates green fluorescence","It generates antibiotic resistance","It makes it possible to move faster","It generates antibiotic resistance","It makes it possible to move faster","It generates green fluorescence","It generates antibiotic resistance","I don't know","It would produce l-arabinose all the time","If it produced YFP under cyan light","Cellia","Flagella","Ampicillin","","626195d1-d4af-4605-8f94-1edb5dc3e62e"
"2018/03/12 6:21:39 PM GMT+1","Slightly","Rarely","21","Female","Until bachelor's degree","A lot","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","Proteins","Terminator","Promoter","Coding Sequence","RBS","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","Option 4","Under blue light, when the GFP device is equipped","The bacterium glows","Algae from the game's scenery","It generates antibiotic resistance","It makes it possible to move faster","It generates antibiotic resistance","It makes it possible to move faster","It generates green fluorescence","It generates antibiotic resistance","It generates green fluorescence","It generates green fluorescence in presence of l-arabinose","It would be active only in l-arabinose clouds","If it produced RFP under yellow light","I don't know","Fins","GFP","","aa97807e-4b32-4548-8b90-a53658e09ab3"
"2018/03/12 6:23:38 PM GMT+1","I don't know","I don't know","20","Female","I don't know","I don't know","Yes","Yes","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Terminator","Procuror","Protein","I don't know","It controls the level of expression, and thus how much the ability will be affected","It shows the end of the device","It shows the end of the device","I don't know","I don't know","In front of the doors, all the time","Nothing","A nanobot - a game bonus","It generates green fluorescence","It makes it possible to move faster","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It generates antibiotic resistance","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","I don't know","Plasmids","I don't know","","8d7f7da3-1e22-4e82-9154-b171886269a4"
